,body,climate_control,color,cruise_control,defects,door_count,driver_side,drivetrain,electric_windows,engine,engine_power,first_registration_country,fuel,gear_count,gearbox,gps,inspection,leather_seats,manufacturer,model,price,seats,year
2797,sedan,,violet,,,4/5,1.0,FWD,1.0,1.5l.,66.0,,petrol,5.0,0.0,,,,Daewoo,Espero,450,5.0,1995
2798,other,,,,,4/5,1.0,FWD,1.0,1.6l.,79.0,,petrol,5.0,0.0,,2019-06,,Renault,Scenic,450,5.0,2002
2799,sedan,,,,,4/5,1.0,FWD,,1.9l.,55.0,,diesel,,0.0,,2019-08,,Volkswagen,Passat,450,5.0,1992
2800,hatchback,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Renault,Megane,450,,2001
2801,sedan,,,,,4/5,1.0,FWD,,2.0l.,77.0,,diesel,,0.0,,2019-10,,Honda,Accord,450,5.0,1997
2802,hatchback,,blue,,,4/5,1.0,FWD,1.0,1.8l.,92.0,,petrol,5.0,0.0,,2019-09,,Mitsubishi,Carisma,450,5.0,1999
2803,avant,,silver,,,4/5,1.0,FWD,,1.6l.,79.0,D,petrol,5.0,0.0,,2019-06,,Renault,Laguna,450,5.0,1998
2804,hatchback,,silver,,,4/5,1.0,FWD,1.0,1.3l.,64.0,I,petrol,,0.0,,2019-06,,Daihatsu,YRV,450,5.0,2001
2805,avant,,blue,,,4/5,1.0,FWD,,1.9l.,85.0,D,diesel,5.0,0.0,,,,Volkswagen,Passat,450,5.0,2000
2806,other,,,,Engine,4/5,1.0,,,2.2l.,,,diesel,,0.0,,,,Peugeot,807,450,,2002
2807,avant,1.0,silver,,,4/5,1.0,FWD,1.0,2.2l.,114.0,,diesel,6.0,0.0,,,,Ford,Mondeo,450,5.0,2005
2808,avant,,green,,Engine,4/5,1.0,FWD,,1.8l.,66.0,,diesel,5.0,0.0,,2020-02,,Ford,Focus,450,5.0,2000
2809,sedan,,red,,,4/5,1.0,FWD,,2.0l.,66.0,D,petrol,5.0,0.0,,2021-01,,Audi,80,450,5.0,1994
2810,sedan,1.0,black,1.0,,4/5,1.0,FWD,1.0,3.0l.,154.0,,petrol,5.0,1.0,,2019-05,1.0,Lexus,GS 300,450,5.0,1997
2811,hatchback,,,,,4/5,1.0,,,1.6l.,,,petrol,,0.0,,2019-06,,Ford,Focus,450,,2000
2812,other,,,,Other,2/3,1.0,,,2.5l.,,,diesel,,0.0,,,,Fiat,Ducato,450,,1996
2813,avant,,,,,4/5,0.0,,,1.9l.,,,diesel,,0.0,,,,Renault,Laguna,450,,2000
2814,sedan,,,,,4/5,1.0,FWD,,1.9l.,55.0,,diesel,5.0,0.0,,2019-06,,Volkswagen,Passat,450,5.0,1994
2815,other,1.0,green,,,4/5,1.0,AWD,1.0,1.9l.,75.0,,diesel,,0.0,,2019-11,1.0,Renault,Scenic RX4,450,5.0,2000
2816,sedan,,silver,,,4/5,1.0,RWD,,2.2l.,106.0,,petrol/lpg,,0.0,,2019-06,,Opel,Omega,450,5.0,2001
2817,other,1.0,sand,1.0,,4/5,1.0,FWD,1.0,1.8l.,85.0,,petrol,5.0,0.0,,2019-11,,Citroen,Xsara Picasso,450,5.0,2003
2818,hatchback,,black,,,4/5,1.0,FWD,1.0,1.9l.,59.0,I,diesel,5.0,0.0,,2019-07,,Renault,Clio,450,5.0,2000
2819,avant,,green,,,4/5,1.0,FWD,,1.9l.,81.0,D,diesel,5.0,0.0,,2021-01,,Volkswagen,Polo,450,5.0,2001
2820,sedan,,blue,,,4/5,1.0,FWD,1.0,1.8l.,66.0,,diesel,5.0,0.0,,2021-01,,Ford,Mondeo,450,5.0,1996
2821,sedan,,blue,,,4/5,1.0,FWD,,1.9l.,66.0,D,diesel,5.0,0.0,,2020-08,,Audi,80,450,5.0,1994
2822,avant,,,,,4/5,1.0,,,2.0l.,74.0,,diesel,,0.0,,,,Opel,Vectra,450,,2000
2823,avant,,,,,4/5,1.0,,,1.9l.,66.0,,diesel,,0.0,,2019-06,,Audi,80,450,,1994
2824,coupe,,green,,,2/3,1.0,FWD,1.0,1.6l.,55.0,,petrol,5.0,0.0,,2019-08,,Opel,Astra,450,5.0,1998
2825,sedan,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Renault,Scenic,450,,2004
2826,avant,,,,,4/5,1.0,,,1.8l.,,,petrol,,0.0,,,,Volkswagen,Passat,450,,1989
2827,sedan,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Audi,80,450,,1993
2828,hatchback,,black,,,2/3,1.0,,1.0,2.0l.,60.0,,diesel,,1.0,,2020-05,,Opel,Astra,450,,2000
2829,hatchback,,blue,,,4/5,1.0,FWD,,1.6l.,55.0,,petrol/lpg,5.0,0.0,,2020-05,,Volkswagen,Golf,450,5.0,1997
2830,avant,,black,,Gearbox,4/5,1.0,FWD,1.0,2.0l.,103.0,,petrol,,0.0,,2020-01,1.0,Volvo,V40,450,5.0,2000
2831,other,,blue,,,4/5,1.0,FWD,1.0,2.1l.,65.0,FR,diesel,5.0,0.0,,2019-08,,Renault,Espace,455,5.0,1995
2832,sedan,,gold,,Other,4/5,1.0,FWD,,1.8l.,65.0,D,petrol/lpg,5.0,0.0,,2019-12,,Audi,100,455,5.0,1987
2833,hatchback,,,,,4/5,1.0,,,2.0l.,80.0,,diesel,,1.0,,,,Citroen,Xsara,460,,2001
2834,hatchback,,,,,4/5,1.0,,,2.0l.,,,petrol,,0.0,,,,Kia,Sportage,460,,1996
2835,sedan,,,,,4/5,1.0,,,1.9l.,66.0,,diesel,,0.0,,2019-05,,Seat,Cordoba,460,,2002
2836,sedan,,,,,4/5,1.0,,,2.0l.,,,diesel,,0.0,,2019-06,,Rover,45,460,,2002
2837,hatchback,,blue,,,4/5,1.0,FWD,1.0,2.0l.,66.0,FR,diesel,5.0,0.0,,2019-06,,Citroen,Xsara Picasso,460,5.0,2000
2838,sedan,,,,,4/5,1.0,,,2.2l.,,,diesel,,0.0,,,,Nissan,Almera,460,,2002
2839,hatchback,,silver,,,4/5,1.0,FWD,1.0,1.8l.,85.0,,petrol/lpg,5.0,0.0,,2019-12,,Ford,Focus,460,5.0,2000
2840,avant,,green,,,4/5,1.0,FWD,1.0,2.0l.,74.0,D,diesel,5.0,0.0,,2019-12,,Opel,Vectra,460,5.0,1997
2841,avant,,white,,,4/5,1.0,FWD,,2.5l.,,,diesel,6.0,0.0,,2019-04,,Audi,A6,460,5.0,1996
2842,hatchback,,,,,2/3,1.0,,,1.2l.,,,petrol,,0.0,,2019-09,,Renault,Clio,464,,2001
2843,other,,,,,2/3,1.0,,,2.5l.,,,diesel,5.0,0.0,,,,Ford,Transit,464,,1991
2844,hatchback,,,,,2/3,1.0,AWD,,1.3l.,,,petrol,,0.0,,2019-11,,Subaru,Justy,465,,1992
2845,hatchback,1.0,,,,4/5,1.0,,1.0,2.2l.,103.0,,diesel,,0.0,,2020-03,,Renault,Laguna,469,,2003
2846,hatchback,,,,,4/5,1.0,FWD,,1.6l.,55.0,,petrol,,0.0,,2020-01,,Opel,Astra,470,,1995
2847,sedan,,violet,,,4/5,1.0,FWD,1.0,2.0l.,93.0,,petrol/lpg,5.0,0.0,,2020-03,,Volvo,850,470,5.0,1995
2848,sedan,1.0,,,,4/5,1.0,RWD,1.0,2.0l.,100.0,,diesel,5.0,0.0,,2020-11,,BMW,320,470,5.0,2001
2849,coupe,,silver,,,2/3,1.0,FWD,,1.6l.,83.0,,petrol,5.0,0.0,,2019-09,,Hyundai,Coupe,450,,1999
2850,hatchback,1.0,,,,4/5,1.0,FWD,1.0,2.0l.,66.0,D,diesel,5.0,0.0,,2020-12,,Peugeot,206,470,5.0,2000
2851,avant,,,,,4/5,1.0,,,1.6l.,,,petrol,,0.0,,2019-05,,Volkswagen,Passat,470,,1998
2852,other,1.0,blue,,Engine,4/5,1.0,FWD,1.0,1.9l.,81.0,D,diesel,5.0,0.0,,2019-10,,Volkswagen,Sharan,470,5.0,1999
2853,sedan,,,,,4/5,1.0,,,2.4l.,121.0,,petrol,,0.0,,,,Audi,A6,470,,1999
2854,other,,blue,,,4/5,1.0,FWD,,1.8l.,110.0,D,petrol,5.0,1.0,,2019-05,,Audi,A4,390,5.0,1995
2855,hatchback,,black,,,2/3,1.0,FWD,1.0,1.9l.,66.0,,diesel,5.0,0.0,,,,Audi,A3,470,5.0,1998
2856,other,,,,,4/5,1.0,,,2.0l.,74.0,,diesel,,0.0,,2020-10,,Opel,Zafira,470,,2003
2857,hatchback,,,,,4/5,1.0,,,1.9l.,66.0,,diesel,,0.0,,,,Volkswagen,Golf,470,,1997
2858,sedan,,,,Other,4/5,1.0,,,1.6l.,,,petrol/lpg,,0.0,,,,Audi,A4,470,,1996
2859,other,,,,,4/5,1.0,,,3.3l.,,,petrol/lpg,,1.0,,,,Dodge,Grand Caravan,470,,2002
2860,other,,white,,,4/5,1.0,FWD,,2.8l.,64.0,D,diesel,5.0,0.0,,2019-07,,Fiat,Ducato,470,9.0,1999
2861,sedan,,,,,4/5,1.0,,,1.6l.,,,diesel,,0.0,,,,Volkswagen,Passat,470,,1991
2862,hatchback,,,,,2/3,1.0,,,1.9l.,66.0,,diesel,,0.0,,2020-01,,Audi,A3,470,,1998
2863,hatchback,,silver,,,4/5,1.0,,,1.9l.,66.0,,diesel,,0.0,,2019-12,,Volkswagen,Golf,470,,1997
2864,avant,,,,,4/5,1.0,FWD,,2.0l.,85.0,,petrol,5.0,0.0,,2019-07,,Volkswagen,Passat,475,5.0,1996
2865,hatchback,,,,,4/5,1.0,,,1.9l.,74.0,,diesel,,0.0,,2020-04,,Seat,Cordoba,480,,2003
2866,hatchback,,green,,,4/5,1.0,,,1.9l.,66.0,,diesel,,0.0,,2021-05,,Citroen,Xsara,480,5.0,1998
2867,other,,red,,,4/5,1.0,FWD,,2.2l.,83.0,D,diesel,5.0,0.0,,,,Renault,Espace,480,5.0,2000
2868,other,,green,,,4/5,1.0,FWD,1.0,1.6l.,66.0,,petrol/lpg,5.0,0.0,,2020-04,,Renault,Megane,480,5.0,1998
2869,avant,,,,,4/5,1.0,FWD,,1.9l.,66.0,D,diesel,5.0,0.0,,2019-09,,Volkswagen,Passat,480,5.0,1994
2870,sedan,,silver,,,4/5,1.0,FWD,,2.2l.,85.0,D,petrol/lpg,,0.0,,2019-03,,Audi,100,480,,1986
2871,hatchback,,,,,4/5,1.0,,,1.6l.,74.0,,petrol,,0.0,,2021-01,,Mercedes-Benz,190,480,,2000
2872,avant,,blue,,,4/5,1.0,FWD,1.0,2.0l.,66.0,D,diesel,5.0,0.0,,2020-11,,Citroen,Xsara,480,5.0,2000
2873,sedan,,,,Engine,4/5,1.0,,,2.5l.,110.0,,diesel,,0.0,,2020-04,,Audi,A6,480,,1998
2874,hatchback,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Renault,Laguna,480,,2004
2875,sedan,,silver,,,4/5,1.0,FWD,1.0,1.6l.,66.0,,petrol,5.0,0.0,,2019-10,,Renault,Megane,480,5.0,1997
2876,sedan,,,,,4/5,1.0,,,1.8l.,,,petrol,,0.0,,,,Volvo,460,480,,1995
2877,hatchback,,,,,4/5,1.0,FWD,,1.6l.,74.0,,petrol,5.0,0.0,,2020-03,,Opel,Vectra,480,5.0,1998
2878,avant,,,1.0,,4/5,1.0,,1.0,1.6l.,,,petrol/lpg,,0.0,,,,Volkswagen,Passat,480,,1999
2879,avant,,silver,,,4/5,1.0,FWD,1.0,1.9l.,66.0,D,diesel,5.0,0.0,,2019-05,,Volkswagen,Passat,480,5.0,1995
2880,avant,1.0,violet,,,4/5,1.0,FWD,1.0,2.4l.,103.0,D,diesel,5.0,0.0,,2019-06,1.0,Alfa-Romeo,156,480,5.0,2001
2881,sedan,,blue,,,4/5,1.0,FWD,,1.8l.,66.0,,petrol/lpg,5.0,0.0,,2020-09,,Audi,80,480,5.0,1991
2882,sedan,,,,,4/5,1.0,,,1.6l.,,,petrol,,0.0,,,,Volkswagen,Jetta,480,,1990
2883,hatchback,,blue,,,4/5,1.0,FWD,1.0,1.9l.,72.0,,diesel,5.0,0.0,,2019-08,,Renault,Laguna,490,,1998
2884,sedan,,,,,4/5,1.0,FWD,1.0,1.9l.,81.0,,diesel,5.0,0.0,,2019-08,,Volkswagen,Bora,490,5.0,1999
2885,sedan,,,,Engine,4/5,1.0,FWD,1.0,1.9l.,85.0,,diesel,5.0,0.0,,2020-07,,Volkswagen,Passat,490,5.0,2000
2886,hatchback,,black,,,2/3,1.0,FWD,1.0,1.1l.,44.0,D,petrol,5.0,0.0,,2021-05,,Peugeot,206,490,5.0,2000
2887,coupe,,,,,2/3,1.0,FWD,1.0,1.4l.,66.0,,petrol,5.0,0.0,,2020-10,1.0,Ford,Puma,490,5.0,1999
2888,sedan,,,,,4/5,1.0,,,1.8l.,,,petrol/lpg,,0.0,,2019-12,,Volvo,S40,490,,1998
2889,other,,green,,,4/5,1.0,FWD,1.0,1.6l.,66.0,D,petrol,,1.0,,2019-08,,Renault,Scenic,490,5.0,1998
2890,hatchback,,,,,2/3,1.0,,1.0,2.0l.,,,diesel,,0.0,,,,Peugeot,307,490,,2003
2891,hatchback,,blue,,,2/3,1.0,FWD,1.0,1.7l.,55.0,,diesel,5.0,0.0,,2019-09,,Opel,Astra,490,5.0,2001
2892,hatchback,,silver,,,4/5,1.0,FWD,,2.0l.,74.0,,diesel,5.0,0.0,,2020-04,,Opel,Astra,490,5.0,1999
2893,avant,,silver,,,4/5,1.0,FWD,,2.0l.,74.0,,diesel,5.0,0.0,,2021-05,,Opel,Vectra,490,5.0,2000
2894,avant,,silver,,,4/5,1.0,FWD,,2.0l.,74.0,,diesel,5.0,0.0,,2021-05,,Opel,Vectra,490,5.0,1998
2895,avant,,black,,,4/5,1.0,,,1.9l.,66.0,,diesel,,0.0,,2019-10,,Audi,80,490,,1993
2896,sedan,,,,,4/5,1.0,FWD,,1.8l.,66.0,,petrol/lpg,5.0,0.0,,2020-09,,Volkswagen,Passat,490,5.0,1992
2897,avant,,silver,,,4/5,1.0,,1.0,1.9l.,66.0,,diesel,,0.0,,2019-04,,Audi,A4,493,,1998
2898,other,,green,,,4/5,1.0,,,2.5l.,85.0,,diesel,,0.0,,2019-03,,Chrysler,Voyager,499,,1996
2899,sedan,,blue,,,4/5,1.0,,,1.9l.,81.0,,diesel,,1.0,,2019-07,,Volkswagen,Passat,499,,1997
2900,sedan,,,,,4/5,1.0,RWD,,1.8l.,83.0,,petrol,5.0,0.0,,,,BMW,318,499,5.0,1988
2901,sedan,,,,,4/5,1.0,FWD,1.0,1.8l.,92.0,,petrol/lpg,5.0,0.0,,2020-03,,Audi,A4,499,5.0,1995
2902,sedan,,,,,4/5,1.0,,,1.3l.,,,petrol,,0.0,,,,Moskvich,402,499,,1957
2903,sedan,,,,Other,4/5,1.0,,,2.2l.,,,petrol/lpg,,1.0,,,,Peugeot,607,499,,2003
2904,sedan,1.0,red,,,4/5,1.0,FWD,1.0,1.8l.,66.0,D,petrol,5.0,0.0,,2020-04,,Mazda,626,499,5.0,1997
2905,avant,,red,,,4/5,1.0,FWD,,2.0l.,,,diesel,5.0,0.0,,,,Mazda,626,499,5.0,1999
2906,hatchback,,,,Other,4/5,1.0,FWD,,2.0l.,80.0,,diesel,6.0,0.0,,,,Mercedes-Benz,A 180,499,5.0,2007
2907,other,,,,,4/5,1.0,FWD,,2.0l.,74.0,,diesel,5.0,0.0,,2019-06,,Opel,Zafira,499,7.0,2001
2908,other,1.0,green,,,4/5,1.0,FWD,1.0,1.8l.,74.0,,petrol,5.0,0.0,,2021-04,,Mazda,Premacy,499,5.0,2000
2909,other,,blue,,,4/5,1.0,,,1.4l.,,LT,petrol,,0.0,,,,Citroen,Berlingo,499,,2004
2910,other,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Peugeot,Partner,499,,1998
2911,coupe,,,,,2/3,1.0,,,1.3l.,,,petrol,,0.0,,,,Opel,Kadett,499,,1982
2912,sedan,,,,,4/5,1.0,,,2.8l.,,,petrol,,0.0,,,,Audi,80,499,,1994
2913,hatchback,,red,,,2/3,1.0,FWD,,1.4l.,55.0,D,petrol,,0.0,,,,Ford,Focus,499,,2000
2914,hatchback,,,,,4/5,1.0,,,1.5l.,70.0,,petrol,,1.0,,2020-02,,Mazda,323,499,,2002
2915,sedan,,,,,4/5,1.0,FWD,,1.7l.,55.0,,diesel,5.0,0.0,,2019-04,,Opel,Sintra,499,5.0,1997
2916,avant,1.0,,,,4/5,1.0,FWD,1.0,3.0l.,130.0,,diesel,5.0,0.0,,,1.0,Saab,9-5,499,5.0,2004
2917,sedan,,,,,4/5,1.0,,,2.2l.,,,diesel,,0.0,,2020-04,,Opel,Omega,499,,2002
2918,hatchback,1.0,silver,,,4/5,1.0,FWD,1.0,1.6l.,66.0,D,petrol/lpg,5.0,0.0,,2021-05,,Renault,Scenic,499,,1999
2919,avant,,green,,,4/5,1.0,FWD,,1.9l.,81.0,,diesel,,0.0,,2019-07,,Volkswagen,Passat,499,5.0,1996
2920,other,,,,,4/5,1.0,,,3.3l.,118.0,,petrol/lpg,,1.0,,2020-07,,Dodge,Caravan,499,,2000
2921,avant,,,,,4/5,1.0,,,2.0l.,,,petrol/lpg,,0.0,,,,Opel,Omega,499,,1999
2922,hatchback,,red,,,4/5,1.0,AWD,,1.8l.,66.0,,petrol,5.0,0.0,,2020-07,,Volkswagen,Golf,500,5.0,1997
2923,other,,silver,1.0,,4/5,1.0,FWD,1.0,2.2l.,74.0,D,diesel,5.0,0.0,,2020-06,,Citroen,Jumper,500,9.0,2003
2924,suv,,black,,,4/5,1.0,,,2.3l.,,,diesel,,0.0,,,,Opel,Frontera,500,,1994
2925,sedan,,black,,,4/5,1.0,,,2.0l.,85.0,,petrol,,0.0,,,,Audi,A6,500,,1995
2926,hatchback,1.0,black,,,4/5,1.0,,1.0,3.0l.,130.0,D,diesel,,1.0,,2018-08,,Renault,Vel Satis,500,5.0,2002
2927,avant,,,,,4/5,1.0,,1.0,1.7l.,55.0,,diesel,,0.0,,2020-05,,Opel,Astra,500,,2000
2928,sedan,,,,,4/5,0.0,,,2.0l.,104.0,,petrol,,0.0,,,,Mazda,6,500,,2003
2929,avant,,black,,Other,4/5,1.0,FWD,,1.6l.,81.0,,petrol,,0.0,,,,Toyota,Corolla,500,,1998
2930,avant,,red,,,4/5,1.0,FWD,,1.9l.,66.0,,diesel,,0.0,,2019-09,,Volkswagen,Passat,500,,1998
2931,other,1.0,,,,4/5,1.0,FWD,1.0,2.0l.,103.0,,petrol,4.0,1.0,,,,Renault,Scenic,500,5.0,2001
2932,hatchback,1.0,blue,,Other,4/5,1.0,FWD,1.0,2.0l.,74.0,,diesel,5.0,0.0,,2020-03,,Opel,Astra,500,5.0,2002
2933,other,,,,,4/5,1.0,FWD,,1.7l.,55.0,,diesel,5.0,0.0,,,,Opel,Meriva,500,5.0,2004
2934,avant,,,,,4/5,1.0,FWD,,2.0l.,81.0,,diesel,,0.0,,,,Toyota,Avensis,500,,2001
2935,sedan,,gold,,,4/5,1.0,FWD,,2.3l.,98.0,,petrol/lpg,5.0,0.0,,,,Audi,100,500,5.0,1988
2936,other,,,,,4/5,1.0,,,2.0l.,,,diesel,,0.0,,,,Opel,Zafira,500,,2000
2937,avant,,,,,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Volkswagen,Passat,500,,1996
2938,sedan,,,,,4/5,1.0,FWD,1.0,1.8l.,92.0,D,petrol/lpg,5.0,0.0,,2020-08,,Audi,A4,500,5.0,1996
2939,hatchback,,,,,4/5,1.0,,1.0,1.9l.,81.0,,diesel,,1.0,,2019-05,,Volkswagen,Golf,500,,1999
2940,hatchback,1.0,blue,,,4/5,1.0,FWD,1.0,2.0l.,102.0,,petrol/lpg,5.0,0.0,,2021-05,,Renault,Laguna,500,5.0,1999
2941,sedan,,,,Engine,4/5,1.0,,,1.9l.,,,diesel,,0.0,,,,Opel,Corsa,500,,2001
2942,sedan,,,,,4/5,1.0,FWD,,1.6l.,60.0,,petrol,5.0,0.0,,,,Opel,Vectra,500,5.0,1992
2943,other,1.0,blue,,,4/5,1.0,FWD,1.0,2.5l.,85.0,,diesel,,0.0,,2019-07,,Chrysler,Grand Voyager,500,7.0,2000
2944,hatchback,,,,,4/5,1.0,FWD,,2.0l.,81.0,,diesel,,0.0,,2019-05,,Mazda,626,500,,2001
2945,hatchback,,,,,4/5,1.0,,1.0,2.0l.,,,diesel,,0.0,,,,Peugeot,307,500,,2001
2946,avant,,green,,,4/5,1.0,FWD,1.0,1.8l.,92.0,,petrol,6.0,0.0,,2019-11,,Audi,A4,500,5.0,1996
2947,hatchback,,,,,4/5,1.0,,,1.6l.,79.0,FR,petrol/lpg,,0.0,,2019-07,,Renault,Laguna,500,,1999
2948,hatchback,,silver,,,4/5,1.0,FWD,,1.0l.,,D,petrol,,0.0,,2019-04,,Toyota,Yaris,500,,2000
2949,hatchback,,silver,,,4/5,1.0,FWD,1.0,1.6l.,79.0,FR,petrol/lpg,,0.0,,2018-09,,Renault,Laguna,500,,1998
2950,sedan,,silver,,,4/5,1.0,RWD,,2.0l.,110.0,D,petrol,,0.0,,2019-06,,BMW,520,500,,1997
2951,sedan,1.0,silver,,,4/5,1.0,FWD,1.0,2.5l.,85.0,D,diesel,6.0,0.0,,2020-09,,Audi,100,500,5.0,1992
2952,hatchback,,silver,,,2/3,1.0,FWD,,1.7l.,44.0,D,diesel,5.0,0.0,,2020-10,,Seat,Arosa,500,4.0,1999
2953,sedan,,,,,4/5,1.0,RWD,,2.2l.,70.0,,diesel,5.0,0.0,,,,Mercedes-Benz,C 220,500,,1997
2954,sedan,,blue,,,4/5,1.0,FWD,,2.5l.,110.0,D,diesel,6.0,0.0,,2019-11,,Audi,A6,500,6.0,1999
2955,other,,,,,4/5,0.0,,,2.0l.,,,diesel,,0.0,,,,Ford,Transit,500,,2006
2956,other,,blue,,,4/5,1.0,FWD,,1.9l.,66.0,D,diesel,5.0,0.0,,2019-09,,Seat,Alhambra,500,7.0,1997
2957,hatchback,,,,,4/5,1.0,,,1.6l.,,,petrol,,0.0,,,,Volkswagen,Golf,500,,1986
2958,other,,black,1.0,Other,4/5,1.0,FWD,1.0,2.5l.,105.0,,diesel,5.0,0.0,,,,Chrysler,Grand Voyager,500,7.0,2003
2959,hatchback,,green,,,4/5,1.0,FWD,,1.0l.,51.0,,petrol,5.0,0.0,,2020-07,,BMW,530,500,5.0,2011
2960,sedan,,green,,,4/5,1.0,FWD,,2.0l.,55.0,D,diesel,,0.0,,,,Mercedes-Benz,C 200,500,,1994
2961,hatchback,,silver,,,4/5,1.0,FWD,1.0,1.8l.,55.0,,diesel,5.0,0.0,,2020-09,,Mitsubishi,Galant,500,5.0,1990
2962,avant,,,,Other,4/5,1.0,,1.0,2.0l.,,,diesel,,0.0,,,,Toyota,Avensis,500,,2001
2963,sedan,,blue,,,4/5,1.0,FWD,1.0,1.8l.,82.0,D,petrol,5.0,0.0,,2019-09,,Audi,A4,500,5.0,1996
2964,hatchback,,,,,2/3,1.0,,1.0,1.5l.,,,diesel,,0.0,,2021-04,,Opel,Corsa,500,,2000
2965,hatchback,,blue,,,2/3,1.0,FWD,,1.6l.,55.0,D,petrol,5.0,0.0,,,,Volkswagen,Golf,500,5.0,1994
2966,hatchback,,black,,,2/3,1.0,FWD,,1.6l.,76.0,,petrol,,0.0,,2020-09,,Fiat,Stilo,500,,2003
2967,hatchback,,silver,,,4/5,1.0,FWD,1.0,2.0l.,66.0,,diesel,5.0,0.0,,2020-07,,Peugeot,206,500,5.0,2001
2968,sedan,,,,,4/5,1.0,,1.0,1.6l.,74.0,D,petrol/lpg,,0.0,,,,Audi,A4,500,,1996
2969,hatchback,,silver,,,2/3,1.0,,,2.0l.,,,petrol,,1.0,,2019-08,,Opel,Astra,500,,1999
2970,sedan,,green,,,4/5,1.0,FWD,1.0,2.4l.,103.0,,petrol,5.0,0.0,,2020-05,1.0,Volvo,850,500,5.0,1996
2971,sedan,,,,Other,4/5,1.0,FWD,,2.2l.,,,diesel,5.0,0.0,,2021-01,,Saab,9-3,500,5.0,2003
2972,hatchback,,,,,2/3,1.0,,1.0,1.5l.,,,diesel,,0.0,,,,Renault,Clio,500,,2003
2973,sedan,,,,,4/5,1.0,,,1.8l.,,,petrol,,0.0,,,,Mercedes-Benz,C 180,500,,1995
2974,sedan,,,,,2/3,1.0,,,2.3l.,,,petrol/lpg,5.0,0.0,,2020-12,,Audi,100,500,,1993
2975,avant,,green,,,4/5,1.0,RWD,,2.0l.,85.0,,petrol,5.0,0.0,,2020-09,,Ford,Sierra,500,5.0,1992
2976,avant,,silver,,Other,4/5,1.0,FWD,,1.7l.,85.0,,petrol,5.0,0.0,,2019-05,,Volvo,V70,500,5.0,2000
2977,sedan,,silver,,,4/5,1.0,FWD,,2.5l.,85.0,,diesel,5.0,0.0,,,,Audi,A6,500,5.0,1994
2978,other,,,,,4/5,1.0,,,2.8l.,,,diesel,,0.0,,,,Fiat,Ducato,500,,2000
2979,coupe,,blue,,,2/3,1.0,FWD,1.0,1.9l.,66.0,,diesel,,0.0,,2019-10,1.0,Audi,Coupe,500,,1992
2980,hatchback,,,,,4/5,1.0,,,1.7l.,,,diesel,,0.0,,2020-08,,Opel,Astra,500,,2003
2981,avant,,,,,4/5,1.0,,,2.0l.,,,petrol,,1.0,,,,Opel,Vectra,500,,1997
2982,avant,,silver,,,4/5,1.0,FWD,1.0,2.2l.,,,diesel,,0.0,,,,Ford,Focus,500,,2004
2983,hatchback,,green,,,4/5,1.0,FWD,,1.9l.,81.0,FR,diesel,,0.0,,2019-06,,Audi,A4,500,5.0,1995
2984,sedan,,,,,4/5,1.0,,,2.0l.,66.0,,petrol,,0.0,,2019-05,,Audi,80,500,,1993
2985,other,,,,,4/5,1.0,,,2.8l.,90.0,,diesel,,0.0,,,,Fiat,Ducato,500,,1997
2986,other,1.0,red,,,4/5,1.0,FWD,1.0,1.9l.,66.0,,diesel,,0.0,,2019-05,,Ford,Galaxy,500,,1998
2987,other,,,,,4/5,1.0,FWD,,1.9l.,,,diesel,,0.0,,2019-09,,Volkswagen,Sharan,500,,1997
2988,sedan,1.0,,,,4/5,1.0,FWD,1.0,1.6l.,74.0,,petrol/lpg,,0.0,,2021-03,,Volkswagen,Passat,500,,1997
2989,hatchback,,,,Engine,4/5,1.0,,,1.2l.,,FR,petrol,,0.0,,2020-11,,Volkswagen,Polo,500,,2003
2990,avant,,gold,,,4/5,1.0,FWD,1.0,1.8l.,66.0,,diesel,5.0,0.0,,2019-11,,Ford,Focus,500,5.0,2001
2991,avant,,,,,4/5,1.0,,1.0,1.9l.,,,diesel,,0.0,,,1.0,Audi,A4,500,,1996
2992,avant,,red,,,4/5,1.0,FWD,,1.6l.,55.0,D,petrol,5.0,0.0,,2019-07,,Volkswagen,Passat,500,5.0,1987
2993,hatchback,,,,,4/5,1.0,FWD,,1.9l.,47.0,FR,diesel,,0.0,,2019-05,,Volkswagen,Polo,500,5.0,2002
2994,avant,,,,,4/5,1.0,,,2.4l.,,,petrol,,0.0,,,,Audi,A6,500,,1998
2995,sedan,,,,,4/5,1.0,,,1.6l.,,,petrol,,0.0,,,,Audi,A4,500,,1996
2996,hatchback,,,,,2/3,1.0,,,1.9l.,,,diesel,,0.0,,,,Audi,A3,500,,1991
2997,hatchback,,,,,2/3,1.0,FWD,,1.2l.,33.0,,petrol,5.0,0.0,,2021-04,,Opel,Corsa,500,5.0,1996
2998,pickup,,,,,2/3,1.0,FWD,1.0,1.9l.,66.0,,diesel,,0.0,,2019-12,,Volkswagen,Caddy,500,,1999
2999,hatchback,,,,,4/5,1.0,,,2.0l.,,,diesel,,0.0,,,,Peugeot,307,500,,2002
